,artist,track,date,chart,spotify_query
910,Plies Featuring Keri Hilson,Medicine,2010-02-01,rap-song,Plies+Medicine
911,"DJ Khaled Featuring Usher, Drake, Young Jeezy & Rick Ross",Fed Up,2010-02-01,rap-song,DJ+Khaled+Fed+Up
912,Fabolous Featuring The-Dream,Throw It In The Bag,2010-01-01,rap-song,Fabolous+Throw+It+In+The+Bag
913,Fabolous Featuring Keri Hilson,"Everything, Everyday, Everywhere",2010-01-01,rap-song,"Fabolous+Everything,+Everyday,+Everywhere"
914,Chalie Boy,I Look Good,2010-01-01,rap-song,Chalie+Boy+I+Look+Good
915,Nicki Minaj Featuring Lil Wayne,I Get Crazy,2010-01-01,rap-song,Nicki+Minaj+I+Get+Crazy
916,6 Tre G,Fresh,2010-01-01,rap-song,6+Tre+G+Fresh
917,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,2010-01-01,rap-song,Drake+I'm+Going+In
918,Drake Featuring Trey Songz & Lil Wayne,Successful,2009-12-01,rap-song,Drake+Successful
919,Juvenile,Gotta Get It,2009-12-01,rap-song,Juvenile+Gotta+Get+It
920,Pitbull,Hotel Room Service,2009-12-01,rap-song,Pitbull+Hotel+Room+Service
921,Flo Rida Featuring Ne-Yo,Be On You,2009-12-01,rap-song,Flo+Rida+Be+On+You
922,Yo Gotti,5 Star,2009-12-01,rap-song,Yo+Gotti+5+Star
923,Plies,Becky,2009-11-01,rap-song,Plies+Becky
924,Dorrough,Ice Cream Paint Job,2009-11-01,rap-song,Dorrough+Ice+Cream+Paint+Job
925,Clipse Featuring Pharrell,I'm Good,2009-11-01,rap-song,Clipse+I'm+Good
926,Lil Boosie Featuring Young Jeezy & Webbie,Better Believe It,2009-11-01,rap-song,Lil+Boosie+Better+Believe+It
927,Twista Featuring Erika Shevon,Wetter (Calling You Daddy),2009-11-01,rap-song,Twista+Wetter
928,Young Money,Every Girl,2009-11-01,rap-song,Young+Money+Every+Girl
929,Baby Bash Featuring Pitbull,Outta Control,2009-10-01,rap-song,Baby+Bash+Outta+Control
930,The Black Eyed Peas,Boom Boom Pow,2009-10-01,rap-song,The+Black+Eyed+Peas+Boom+Boom+Pow
931,Three 6 Mafia Featuring Kalenna,Shake My,2009-10-01,rap-song,Three+6+Mafia+Shake+My
932,Kid Cudi Featuring Kanye West & Common,Make Her Say,2009-10-01,rap-song,Kid+Cudi+Make+Her+Say
933,Pitbull,I Know You Want Me (Calle Ocho),2009-10-01,rap-song,Pitbull+I+Know+You+Want+Me
934,Mullage,Trick'n,2009-10-01,rap-song,Mullage+Trick'n
935,Birdman Featuring Jay Sean,Written On Her,2009-10-01,rap-song,Birdman+Written+On+Her
936,New Boyz,You're A Jerk,2009-10-01,rap-song,New+Boyz+You're+A+Jerk
937,Birdman Featuring Lil Wayne,Always Strapped,2009-09-01,rap-song,Birdman+Always+Strapped
938,Maino Featuring Swizz Beatz,Million Bucks,2009-09-01,rap-song,Maino+Million+Bucks
939,Plies,Plenty Money,2009-09-01,rap-song,Plies+Plenty+Money
940,LMFAO,La La La,2009-09-01,rap-song,LMFAO+La+La+La
941,Eminem,The Warning,2009-09-01,rap-song,Eminem+The+Warning
942,Sean Paul,So Fine,2009-09-01,rap-song,Sean+Paul+So+Fine
943,F.L.Y. (Fast Life Yungstaz),Swag Surfin',2009-08-01,rap-song,F.L.Y.+(Fast+Life+Yungstaz)+Swag+Surfin'
944,Maino Featuring T-Pain,All The Above,2009-08-01,rap-song,Maino+All+The+Above
945,Soulja Boy Tell'em,Turn My Swag On,2009-08-01,rap-song,Soulja+Boy+Turn+My+Swag+On
946,JAY-Z,D.O.A. (Death Of Auto-Tune),2009-08-01,rap-song,JAY-Z+D.O.A.
947,Flo Rida Featuring Wynter,Sugar,2009-08-01,rap-song,Flo+Rida+Sugar
948,Webstar & Jim Jones Featuring Juelz Santana,Dancin On Me,2009-08-01,rap-song,Webstar+Dancin+On+Me
949,Soulja Boy Tell 'em Featuring Sammie,Kiss Me Thru The Phone,2009-08-01,rap-song,Soulja+Boy+Kiss+Me+Thru+The+Phone
950,Lil Kim Featuring T-Pain & Charlie Wilson,Download,2009-08-01,rap-song,Lil+Kim+Download
951,Jadakiss Featuring Swizz Beatz & OJ Da Juiceman,Who's Real,2009-08-01,rap-song,Jadakiss+Who's+Real
952,T.I. Featuring Justin Timberlake,Dead And Gone,2009-08-01,rap-song,T.I.+Dead+And+Gone
953,Hurricane Chris Featuring SupaSTAAR,Halle Berry (She's Fine),2009-07-01,rap-song,Hurricane+Chris+Halle+Berry
954,Rick Ross Featuring John Legend,Magnificent,2009-07-01,rap-song,Rick+Ross+Magnificent
955,Flo Rida,Right Round,2009-07-01,rap-song,Flo+Rida+Right+Round
956,Yung L.A. Featuring Young Dro & T.I.,Ain't I,2009-07-01,rap-song,Yung+L.A.+Ain't+I
957,Dorrough,Walk That Walk,2009-06-01,rap-song,Dorrough+Walk+That+Walk
958,Gorilla Zoe,Echo,2009-06-01,rap-song,Gorilla+Zoe+Echo
959,OJ Da Juiceman Featuring Gucci Mane,Make Tha Trap Say Aye,2009-06-01,rap-song,OJ+Da+Juiceman+Make+Tha+Trap+Say+Aye
960,Kanye West,Heartless,2009-06-01,rap-song,Kanye+West+Heartless
961,GS Boyz,Stanky Legg,2009-05-01,rap-song,GS+Boyz+Stanky+Legg
962,Mike Jones,Next To You,2009-05-01,rap-song,Mike+Jones+Next+To+You
963,Bow Wow Featuring Johnta Austin,You Can Get It All,2009-05-01,rap-song,Bow+Wow+You+Can+Get+It+All
964,T.I.,Whatever You Like,2009-05-01,rap-song,T.I.+Whatever+You+Like
965,Eminem,We Made You,2009-05-01,rap-song,Eminem+We+Made+You
966,DJ Class Featuring Lil Jon,I'm The Ish,2009-05-01,rap-song,DJ+Class+I'm+The+Ish
967,Paul Wall Featuring Webbie & Mouse,Bizzy Body,2009-05-01,rap-song,Paul+Wall+Bizzy+Body
968,T.I. Featuring Rihanna,Live Your Life,2009-05-01,rap-song,T.I.+Live+Your+Life
969,"Eminem, Dr. Dre & 50 Cent",Crack A Bottle,2009-04-01,rap-song,"Eminem,+Dr.+Dre+Crack+A+Bottle"
970,Plies Featuring Ashanti,"Want It, Need It",2009-04-01,rap-song,"Plies+Want+It,+Need+It"
971,Busta Rhymes Featuring T-Pain,Hustler's Anthem '09,2009-04-01,rap-song,Busta+Rhymes+Hustler's+Anthem+'09
972,"DJ Felli Fel Featuring T-Pain, Sean Paul, Flo Rida & Pitbull",Feel It,2009-04-01,rap-song,DJ+Felli+Fel+Feel+It
973,Baby Bash Featuring Lil Jon & Mario,That's How I Go,2009-04-01,rap-song,Baby+Bash+That's+How+I+Go
974,Slim Thug,I Run,2009-04-01,rap-song,Slim+Thug+I+Run
975,Asher Roth,I Love College,2009-04-01,rap-song,Asher+Roth+I+Love+College
976,Mims,Move (If You 'W'anna),2009-04-01,rap-song,Mims+Move
977,Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne,2009-04-01,rap-song,Jim+Jones+Pop+Champagne
978,Gorilla Zoe,Lost,2009-03-01,rap-song,Gorilla+Zoe+Lost
979,Ludacris Co-Starring T-Pain,One More Drink,2009-03-01,rap-song,Ludacris+T-Pain+One+More+Drink
980,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer,2009-03-01,rap-song,Lil+Wayne+Mrs.+Officer
981,Ludacris Co-Staring Plies,Nasty Girl,2009-03-01,rap-song,Ludacris+Co-Staring+Plies+Nasty+Girl
982,Ron Browz,Jumping (Out The Window),2009-03-01,rap-song,Ron+Browz+Jumping
983,Plies Featuring Chris J,Put It On Ya,2009-03-01,rap-song,Plies+Put+It+On+Ya
984,50 Cent,I Get It In,2009-03-01,rap-song,50+Cent+I+Get+It+In
985,Young Jeezy Featuring Nas,My President,2009-02-01,rap-song,Young+Jeezy+My+President
986,Lil Wayne Featuring T-Pain,Got Money,2009-02-01,rap-song,Lil+Wayne+Got+Money
987,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,Swagga Like Us,2009-02-01,rap-song,Jay-Z+Swagga+Like+Us
988,Common Featuring Pharrell,Universal Mind Control,2009-02-01,rap-song,Common+Universal+Mind+Control
989,Jay-Z Featuring Santogold,Brooklyn Go Hard,2009-02-01,rap-song,Jay-Z+Brooklyn+Go+Hard
990,Busta Rhymes Featuring Ron Browz,Arab Money,2009-01-01,rap-song,Busta+Rhymes+Arab+Money
991,The Game Featuring Lil Wayne,My Life,2009-01-01,rap-song,The+Game+My+Life
992,Ace Hood Featuring Trey Songz,Ride,2009-01-01,rap-song,Ace+Hood+Ride
993,DJ Khaled Featuring Kanye West & T-Pain,Go Hard,2009-01-01,rap-song,DJ+Khaled+Go+Hard
994,Lil Wil,Bust It Wide Open,2009-01-01,rap-song,Lil+Wil+Bust+It+Wide+Open
995,50 Cent,Get Up,2009-01-01,rap-song,50+Cent+Get+Up
996,David Banner Featuring Chris Brown,Get Like Me,2009-01-01,rap-song,David+Banner+Get+Like+Me
997,M.I.A.,Paper Planes,2009-01-01,rap-song,M.I.A.+Paper+Planes
998,Soulja Boy Tell'em,Bird Walk,2009-01-01,rap-song,Soulja+Boy+Bird+Walk
999,Young Jeezy Featuring Kanye West,Put On,2008-12-01,rap-song,Young+Jeezy+Put+On
1000,Ludacris Co-Starring Chris Brown & Sean Garrett,What Them Girls Like,2008-12-01,rap-song,Ludacris+Chris+Brown+What+Them+Girls+Like
1001,Kardinal Offishall Featuring Akon,Dangerous,2008-12-01,rap-song,Kardinal+Offishall+Dangerous
1002,Unk,Show Out,2008-12-01,rap-song,Unk+Show+Out
1003,Jadakiss Featuring Ne-Yo,By My Side,2008-12-01,rap-song,Jadakiss+By+My+Side
1004,Pitbull Featuring Lil Jon,Krazy,2008-12-01,rap-song,Pitbull+Krazy
1005,Nelly Featuring Ashanti & Akon,Body On Me,2008-11-01,rap-song,Nelly+Body+On+Me
1006,Plies Featuring Jamie Foxx & The-Dream,Please Excuse My Hands,2008-11-01,rap-song,Plies+Please+Excuse+My+Hands
1007,Yung Berg Featuring Casha,The Business,2008-11-01,rap-song,Yung+Berg+The+Business
1008,Savage Featuring Soulja Boy Tell'em,Swing,2008-11-01,rap-song,Savage+Swing
1009,Lil Wayne,A Milli,2008-11-01,rap-song,Lil+Wayne+A+Milli
1010,Rick Ross Featuring Nelly & Avery Storm,Here I Am,2008-11-01,rap-song,Rick+Ross+Here+I+Am
1011,LL Cool J Featuring The-Dream,Baby,2008-11-01,rap-song,LL+Cool+J+Baby
1012,Mike Jones Featuring Trey Songz & Twista,Cuddy Buddy,2008-11-01,rap-song,Mike+Jones+Cuddy+Buddy
1013,Lil Wayne Featuring Jay-Z,Mr. Carter,2008-11-01,rap-song,Lil+Wayne+Mr.+Carter
1014,Lil Wayne Featuring Static Major,Lollipop,2008-10-01,rap-song,Lil+Wayne+Lollipop
1015,JAY-Z,Jockin' JAY-Z,2008-10-01,rap-song,JAY-Z+Jockin'+JAY-Z
1016,Bow Wow Featuring Soulja Boy Tell'em,Marco Polo,2008-10-01,rap-song,Bow+Wow+Marco+Polo
1017,Plies Featuring Ne-Yo,Bust It Baby Part 2,2008-10-01,rap-song,Plies+Bust+It+Baby+Part+2
1018,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",Out Here Grindin,2008-09-01,rap-song,DJ+Khaled+Out+Here+Grindin
1019,"Three 6 Mafia Featuring Project Pat, Young D & Superpower",Lolli Lolli (Pop That Body),2008-09-01,rap-song,Three+6+Mafia+Lolli+Lolli
1020,The Game Featuring Keyshia Cole,Game's Pain,2008-09-01,rap-song,The+Game+Game's+Pain
1021,Hot Stylz Featuring Yung Joc,Lookin Boy,2008-09-01,rap-song,Hot+Stylz+Lookin+Boy
1022,Flo Rida Featuring will.i.am,In The Ayer,2008-09-01,rap-song,Flo+Rida+In+The+Ayer
1023,V.I.C.,Get Silly,2008-08-01,rap-song,V.I.C.+Get+Silly
1024,Rick Ross Featuring T-Pain,The Boss,2008-08-01,rap-song,Rick+Ross+The+Boss
1025,Flo Rida Featuring T-Pain,Low,2008-08-01,rap-song,Flo+Rida+Low
1026,Shawty Lo,Foolish,2008-08-01,rap-song,Shawty+Lo+Foolish
1027,Soulja Boy Tell'em,Donk,2008-08-01,rap-song,Soulja+Boy+Donk
1028,Slim Featuring Yung Joc,So Fly,2008-08-01,rap-song,Slim+So+Fly
1029,Maino,Hi Hater,2008-08-01,rap-song,Maino+Hi+Hater
1030,2 Pistols,She Got It,2008-07-01,rap-song,2+Pistols+She+Got+It
1031,T.I.,No Matter What,2008-07-01,rap-song,T.I.+No+Matter+What
1032,"DJ Felli Fel Featuring Kanye West, Jermaine Dupri, Fabolous & Ne-Yo",Finer Things,2008-07-01,rap-song,DJ+Felli+Fel+Finer+Things
1033,Baby Bash Featuring Keith Sweat,Don't Stop,2008-07-01,rap-song,Baby+Bash+Don't+Stop
1034,Webbie Featuring Lil' Phat & Lil' Boosie,Independent,2008-07-01,rap-song,Webbie+Independent
1035,Snoop Dogg Featuring Too $hort & Mistah F.A.B.,Life Of Da Party,2008-07-01,rap-song,Snoop+Dogg+Life+Of+Da+Party
1036,Kanye West Featuring Chris Martin,Homecoming,2008-07-01,rap-song,Kanye+West+Homecoming
1037,Nelly Featuring Fergie,Party People,2008-06-01,rap-song,Nelly+Party+People
1038,Jay-Z Featuring Pharrell,I Know,2008-06-01,rap-song,Jay-Z+I+Know
1039,G Unit,I Like The Way She Do It,2008-06-01,rap-song,G+Unit+I+Like+The+Way+She+Do+It
1040,Bun-B Featuring Sean Kingston,That's Gangsta,2008-06-01,rap-song,Bun-B+That's+Gangsta
1041,Shawty Lo,Dey Know,2008-06-01,rap-song,Shawty+Lo+Dey+Know
1042,Fat Joe Featuring J. Holiday,I Won't Tell,2008-05-01,rap-song,Fat+Joe+I+Won't+Tell
1043,Flo Rida Featuring Timbaland,Elevator,2008-05-01,rap-song,Flo+Rida+Elevator
1044,Lupe Fiasco Featuring Matthew Santos,Superstar,2008-05-01,rap-song,Lupe+Fiasco+Superstar
1045,Rocko,Umma Do Me,2008-05-01,rap-song,Rocko+Umma+Do+Me
1046,Lil Wil,My Dougie,2008-05-01,rap-song,Lil+Wil+My+Dougie
1047,Wiz Khalifa,Say Yeah,2008-05-01,rap-song,Wiz+Khalifa+Say+Yeah
1048,C-Side Featuring Keyshia Cole,Boyfriend/Girlfriend,2008-05-01,rap-song,C-Side+Boyfriend
1049,Mike Jones Featuring Hurricane Chris,Drop & Gimme 50,2008-05-01,rap-song,Mike+Jones+Drop+&+Gimme+50
1050,Missy Elliott,Ching-A-Ling,2008-05-01,rap-song,Missy+Elliott+Ching-A-Ling
1051,Pitbull Featuring Lil Jon,The Anthem,2008-05-01,rap-song,Pitbull+The+Anthem
1052,Lil Mama Featuring Chris Brown & T-Pain,Shawty Get Loose,2008-05-01,rap-song,Lil+Mama+Shawty+Get+Loose
1053,Kanye West Featuring Dwele,Flashing Lights,2008-04-01,rap-song,Kanye+West+Flashing+Lights
1054,Soulja Boy Tell'em Featuring Arab,YAHHH!,2008-04-01,rap-song,Soulja+Boy+YAHHH!
1055,Dolla Featuring T-Pain & Tay Dizm,Who The F*** Is That?,2008-04-01,rap-song,Dolla+Who+The+F***+Is+That?
1056,Sheek Louch,Good Love,2008-04-01,rap-song,Sheek+Louch+Good+Love
1057,Big Geminii,Hypnotized,2008-04-01,rap-song,Big+Geminii+Hypnotized
1058,Plies Featuring Akon,Hypnotized,2008-04-01,rap-song,Plies+Hypnotized
1059,Kanye West Featuring T-Pain,Good Life,2008-04-01,rap-song,Kanye+West+Good+Life
1060,Birdman Featuring Lil Wayne,Pop Bottles,2008-03-01,rap-song,Birdman+Pop+Bottles
1061,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",I'm So Hood,2008-03-01,rap-song,DJ+Khaled+I'm+So+Hood
1062,Playaz Circle Featuring Lil Wayne,Duffle Bag Boy,2008-03-01,rap-song,Playaz+Circle+Duffle+Bag+Boy
1063,Soulja Boy Tell'em,Crank That (Soulja Boy),2008-03-01,rap-song,Soulja+Boy+Crank+That
1064,Trina,Single Again,2008-03-01,rap-song,Trina+Single+Again
1065,Baby Bash Featuring Sean Kingston,What Is It,2008-03-01,rap-song,Baby+Bash+What+Is+It
1066,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",Get Buck In Here,2008-02-01,rap-song,DJ+Felli+Fel+Get+Buck+In+Here
1067,JAY-Z,Roc Boys (And The Winner Is)...,2008-02-01,rap-song,JAY-Z+Roc+Boys
1068,Glasses Malone Featuring Akon,Certified,2008-02-01,rap-song,Glasses+Malone+Certified
1069,Chingy Featuring Amerie,Fly Like Me,2008-02-01,rap-song,Chingy+Fly+Like+Me
1070,Styles P Featuring Swizz Beatz,Blow Ya Mind,2008-02-01,rap-song,Styles+P+Blow+Ya+Mind
1071,Cassidy Featuring Swizz Beatz,My Drink N' My 2 Step,2008-02-01,rap-song,Cassidy+My+Drink+N'+My+2+Step
1072,Gucci Mane,Freaky Gurl,2008-02-01,rap-song,Gucci+Mane+Freaky+Gurl
1073,Baby Bash Featuring T-Pain,Cyclone,2008-02-01,rap-song,Baby+Bash+Cyclone
1074,Soulja Boy Tell'em Featuring I-15,Soulja Girl,2008-01-01,rap-song,Soulja+Boy+Soulja+Girl
1075,Gorilla Zoe,Hood Figga,2008-01-01,rap-song,Gorilla+Zoe+Hood+Figga
1076,Fabolous Featuring Jermaine Dupri,Baby Don't Go,2008-01-01,rap-song,Fabolous+Baby+Don't+Go
1077,Plies Featuring T-Pain,Shawty,2007-12-01,rap-song,Plies+Shawty
1078,50 Cent Featuring Akon,Still Will,2007-12-01,rap-song,50+Cent+Still+Will
1079,Hurricane Chris Featuring Big Poppa,The Hand Clap,2007-12-01,rap-song,Hurricane+Chris+The+Hand+Clap
1080,Kanye West,Stronger,2007-12-01,rap-song,Kanye+West+Stronger
1081,50 Cent,I Get Money,2007-12-01,rap-song,50+Cent+I+Get+Money
1082,Common,I Want You,2007-12-01,rap-song,Common+I+Want+You
1083,50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,2007-12-01,rap-song,50+Cent+Ayo+Technology
1084,Fabolous Featuring Ne-Yo,Make Me Better,2007-12-01,rap-song,Fabolous+Make+Me+Better
1085,T.I. Featuring Wyclef Jean,You Know What It Is,2007-11-01,rap-song,T.I.+You+Know+What+It+Is
1086,Nelly,Wadsyaname,2007-11-01,rap-song,Nelly+Wadsyaname
1087,JAY-Z,Blue Magic,2007-11-01,rap-song,JAY-Z+Blue+Magic
1088,Kanye West,Can't Tell Me Nothing,2007-11-01,rap-song,Kanye+West+Can't+Tell+Me+Nothing
1089,UGK Featuring OutKast,Int'l Players Anthem (I Choose You),2007-10-01,rap-song,UGK+Int'l+Players+Anthem
1090,Yung Berg Featuring Junior,Sexy Lady,2007-10-01,rap-song,Yung+Berg+Sexy+Lady
1091,Hurricane Chris,A Bay Bay,2007-10-01,rap-song,Hurricane+Chris+A+Bay+Bay
1092,Swizz Beatz,Money In The Bank,2007-10-01,rap-song,Swizz+Beatz+Money+In+The+Bank
1093,Lil Boosie Featuring Foxx & Webbie,Wipe Me Down,2007-09-01,rap-song,Lil+Boosie+Wipe+Me+Down
1094,Shop Boyz,Party Like A Rockstar,2007-09-01,rap-song,Shop+Boyz+Party+Like+A+Rockstar
1095,T.I.,Big Things Poppin' (Do It),2007-09-01,rap-song,T.I.+Big+Things+Poppin'
1096,Huey,"Pop, Lock & Drop It",2007-09-01,rap-song,"Huey+Pop,+Lock+&+Drop+It"
1097,Mims,Like This,2007-09-01,rap-song,Mims+Like+This
1098,Yung Joc Featuring Gorilla Zoe,Coffee Shop,2007-09-01,rap-song,Yung+Joc+Coffee+Shop
1099,Eve,Tambourine,2007-09-01,rap-song,Eve+Tambourine
1100,Crime Mob Featuring Lil Scrappy,Rock Yo Hips,2007-08-01,rap-song,Crime+Mob+Rock+Yo+Hips
1101,Bone Thugs-N-Harmony Featuring Mariah Carey & Bow Wow,Lil Love,2007-08-01,rap-song,Bone+Thugs-N-Harmony+Lil+Love
1102,Bone Thugs-N-Harmony Featuring Akon,I Tried,2007-08-01,rap-song,Bone+Thugs-N-Harmony+I+Tried
1103,The Alliance Featuring Fabo,Tattoo,2007-08-01,rap-song,The+Alliance+Tattoo
1104,Bow Wow Featuring T-Pain & Johnta Austin,Outta My System,2007-08-01,rap-song,Bow+Wow+Outta+My+System
1105,Unk,2 Step,2007-08-01,rap-song,Unk+2+Step
1106,Down A.K.A. Kilo,Lean Like A Cholo,2007-08-01,rap-song,Down+A.K.A.+Kilo+Lean+Like+A+Cholo
1107,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),I'm A Flirt,2007-07-01,rap-song,R.+Kelly+Or+Bow+Wow++I'm+A+Flirt
1108,50 Cent,Amusement Park,2007-07-01,rap-song,50+Cent+Amusement+Park
1109,Mims,This Is Why I'm Hot,2007-07-01,rap-song,Mims+This+Is+Why+I'm+Hot
1110,Kia Shine,Krispy,2007-07-01,rap-song,Kia+Shine+Krispy
1111,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",We Takin' Over,2007-07-01,rap-song,DJ+Khaled+We+Takin'+Over
1112,Pretty Ricky,Push It Baby,2007-06-01,rap-song,Pretty+Ricky+Push+It+Baby
1113,The Fixxers AKA DJ Quik & AMG,Can U Werk Wit Dat,2007-06-01,rap-song,The+Fixxers+AKA+DJ+Quik+Can+U+Werk+Wit+Dat
1114,Swizz Beatz,It's Me Snitches,2007-06-01,rap-song,Swizz+Beatz+It's+Me+Snitches
1115,50 Cent,Straight To The Bank,2007-06-01,rap-song,50+Cent+Straight+To+The+Bank
1116,Lil Mama,Lip Gloss,2007-06-01,rap-song,Lil+Mama+Lip+Gloss
1117,Young Jeezy Featuring R. Kelly,Go Getta,2007-05-01,rap-song,Young+Jeezy+Go+Getta
1118,Unk,Walk It Out,2007-05-01,rap-song,Unk+Walk+It+Out
1119,Rich Boy Featuring Polow Da Don,Throw Some D's,2007-05-01,rap-song,Rich+Boy+Throw+Some+D's
1120,Fat Joe Featuring Lil Wayne,Make It Rain,2007-05-01,rap-song,Fat+Joe+Make+It+Rain
1121,Paul Wall Featuring Jermaine Dupri,I'm Throwed,2007-05-01,rap-song,Paul+Wall+I'm+Throwed
1122,Ludacris,Slap,2007-05-01,rap-song,Ludacris+Slap
1123,Yung Joc Featuring Marques Houston & Trey Songz,1st Time,2007-05-01,rap-song,Yung+Joc+1st+Time
1124,Jim Jones,We Fly High,2007-05-01,rap-song,Jim+Jones+We+Fly+High
1125,Baby Boy Da Prince Featuring Lil Boosie,The Way I Live,2007-05-01,rap-song,Baby+Boy+Da+Prince+The+Way+I+Live
1126,Ludacris Featuring Mary J. Blige,Runaway Love,2007-04-01,rap-song,Ludacris+Runaway+Love
1127,T.I.,Top Back,2007-04-01,rap-song,T.I.+Top+Back
1128,Paul Wall Featuring Lil' KeKe,Break 'Em Off,2007-04-01,rap-song,Paul+Wall+Break+'Em+Off
1129,Young Buck,Get Buck,2007-04-01,rap-song,Young+Buck+Get+Buck
1130,Lil Scrappy Featuring Sean P. & E-40,Oh Yeah (Work),2007-04-01,rap-song,Lil+Scrappy+Oh+Yeah
1131,Bow Wow Featuring Chris Brown & Johnta Austin,Shortie Like Mine,2007-04-01,rap-song,Bow+Wow+Shortie+Like+Mine
1132,The Game Featuring Kanye West,Wouldn't Get Far,2007-04-01,rap-song,The+Game+Wouldn't+Get+Far
1133,Snoop Dogg Featuring R. Kelly,That's That,2007-03-01,rap-song,Snoop+Dogg+That's+That
1134,JAY-Z,30 Something,2007-03-01,rap-song,JAY-Z+30+Something
1135,Jay Z Featuring Beyonce,Hollywood,2007-03-01,rap-song,Jay+Z+Hollywood
1136,Pitbull,Ay Chico (Lengua Afuera),2007-03-01,rap-song,Pitbull+Ay+Chico
1137,Chamillionaire Featuring Kelis,Not A Criminal,2007-03-01,rap-song,Chamillionaire+Not+A+Criminal
1138,Ludacris Featuring Pharrell,Money Maker,2007-03-01,rap-song,Ludacris+Money+Maker
1139,Jibbs Featuring Chamillionaire,King Kong,2007-03-01,rap-song,Jibbs+King+Kong
1140,Young Jeezy,I Luv It,2007-03-01,rap-song,Young+Jeezy+I+Luv+It
1141,Lil Scrappy Featuring Young Buck,Money In The Bank,2007-02-01,rap-song,Lil+Scrappy+Money+In+The+Bank
1142,Lil' Boosie Featuring Yung Joc,Zoom,2007-02-01,rap-song,Lil'+Boosie+Zoom
1143,Jay-Z Featuring Chrisette Michele,Lost One,2007-02-01,rap-song,Jay-Z+Lost+One
1144,Diddy Featuring Christina Aguilera,Tell Me,2007-02-01,rap-song,Diddy+Tell+Me
1145,The Game,Let's Ride,2007-02-01,rap-song,The+Game+Let's+Ride
1146,Birdman & Lil Wayne,Stuntin' Like My Daddy,2007-02-01,rap-song,Birdman+Stuntin'+Like+My+Daddy
1147,Chingy Featuring Jermaine Dupri,Dem Jeans,2007-01-01,rap-song,Chingy+Dem+Jeans
1148,JAY-Z,Show Me What You Got,2007-01-01,rap-song,JAY-Z+Show+Me+What+You+Got
1149,Diddy Featuring Nicole Scherzinger,Come To Me,2007-01-01,rap-song,Diddy+Come+To+Me
1150,Rick Ross,Push It,2006-12-01,rap-song,Rick+Ross+Push+It
1151,Chingy Featuring Tyrese,Pullin' Me Back,2006-12-01,rap-song,Chingy+Pullin'+Me+Back
1152,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,I Know You See It,2006-12-01,rap-song,Yung+Joc+I+Know+You+See+It
1153,The Game Featuring Junior Reid,It's Okay (One Blood),2006-12-01,rap-song,The+Game+It's+Okay
1154,Jibbs,Chain Hang Low,2006-12-01,rap-song,Jibbs+Chain+Hang+Low
1155,Young Dro,Rubberband Banks,2006-12-01,rap-song,Young+Dro+Rubberband+Banks
1156,E-40 Featuring T-Pain & Kandi Girl,U And Dat,2006-12-01,rap-song,E-40+U+And+Dat
1157,Young Dro Featuring T.I.,Shoulder Lean,2006-12-01,rap-song,Young+Dro+Shoulder+Lean
1158,Cham Featuring Alicia Keys,Ghetto Story Chapter 2,2006-11-01,rap-song,Cham+Ghetto+Story+Chapter+2
1159,Sean Paul Featuring Keyshia Cole,(When You Gonna) Give It Up To Me,2006-11-01,rap-song,Sean+Paul+(When+You+Gonna)+Give+It+Up+To+Me
1160,Yung Joc,It's Goin' Down,2006-11-01,rap-song,Yung+Joc+It's+Goin'+Down
1161,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,Snap Yo Fingers,2006-11-01,rap-song,Lil+Jon+Snap+Yo+Fingers
1162,Webstar & Young B Featuring The Voice Of Harlem,Chicken Noodle Soup.,2006-11-01,rap-song,Webstar+Chicken+Noodle+Soup.
1163,Lloyd Banks Featuring 50 Cent,Hands Up,2006-10-01,rap-song,Lloyd+Banks+Hands+Up
1164,Field Mob Featuring Ciara,So What,2006-10-01,rap-song,Field+Mob+So+What
1165,Tony Matterhorn,Dutty Wine,2006-10-01,rap-song,Tony+Matterhorn+Dutty+Wine
1166,T.I.,Why You Wanna,2006-10-01,rap-song,T.I.+Why+You+Wanna
1167,Cadillac Don & J-Money,Peanut Butter & Jelly,2006-10-01,rap-song,Cadillac+Don+Peanut+Butter+&+Jelly
1168,Brown Boy,Superman,2006-10-01,rap-song,Brown+Boy+Superman
1169,Remy Ma Featuring Ne-Yo,Feels So Good,2006-09-01,rap-song,Remy+Ma+Feels+So+Good
1170,Busta Rhymes Featuring will.i.am & Kelis,I Love My B****,2006-09-01,rap-song,Busta+Rhymes+I+Love+My+B****
1171,T.I.,What You Know,2006-09-01,rap-song,T.I.+What+You+Know
