,artist,track,date,chart,spotify_query
1675,Jason Aldean,Big Green Tractor,2009-11-01,hot-100,Jason+Aldean+Big+Green+Tractor
1676,Keri Hilson Featuring Kanye West & Ne-Yo,Knock You Down,2009-11-01,hot-100,Keri+Hilson+Knock+You+Down
1677,Drake Featuring Trey Songz & Lil Wayne,Successful,2009-11-01,hot-100,Drake+Successful
1678,The Black Eyed Peas,Boom Boom Pow,2009-11-01,hot-100,The+Black+Eyed+Peas+Boom+Boom+Pow
1679,John Mayer,Who Says,2009-11-01,hot-100,John+Mayer+Who+Says
1680,Pitbull,I Know You Want Me (Calle Ocho),2009-11-01,hot-100,Pitbull+I+Know+You+Want+Me
1681,Brad Paisley,Welcome To The Future,2009-11-01,hot-100,Brad+Paisley+Welcome+To+The+Future
1682,Green Day,21 Guns,2009-11-01,hot-100,Green+Day+21+Guns
1683,Boys Like Girls,Love Drunk,2009-11-01,hot-100,Boys+Like+Girls+Love+Drunk
1684,Cobra Starship Featuring Leighton Meester,Good Girls Go Bad,2009-11-01,hot-100,Cobra+Starship+Good+Girls+Go+Bad
1685,Keith Urban,Only You Can Love Me This Way,2009-11-01,hot-100,Keith+Urban+Only+You+Can+Love+Me+This+Way
1686,Chris Young,Gettin' You Home,2009-11-01,hot-100,Chris+Young+Gettin'+You+Home
1687,Glee Cast,Sweet Caroline,2009-11-01,hot-100,Glee+Cast+Sweet+Caroline
1688,Shakira,She Wolf,2009-11-01,hot-100,Shakira+She+Wolf
1689,Fabolous Featuring The-Dream,Throw It In The Bag,2009-11-01,hot-100,Fabolous+Throw+It+In+The+Bag
1690,Ester Dean Featuring Chris Brown,Drop It Low,2009-11-01,hot-100,Ester+Dean+Drop+It+Low
1691,Flo Rida Featuring Ne-Yo,Be On You,2009-10-01,hot-100,Flo+Rida+Be+On+You
1692,Jordin Sparks,Battlefield,2009-10-01,hot-100,Jordin+Sparks+Battlefield
1693,Drake,Best I Ever Had,2009-10-01,hot-100,Drake+Best+I+Ever+Had
1694,Toby Keith,American Ride,2009-10-01,hot-100,Toby+Keith+American+Ride
1695,Jason Mraz,I'm Yours,2009-10-01,hot-100,Jason+Mraz+I'm+Yours
1696,Dorrough,Ice Cream Paint Job,2009-10-01,hot-100,Dorrough+Ice+Cream+Paint+Job
1697,Lady Gaga,Poker Face,2009-10-01,hot-100,Lady+Gaga+Poker+Face
1698,Sean Kingston,Fire Burning,2009-10-01,hot-100,Sean+Kingston+Fire+Burning
1699,Drake Featuring Lil Wayne & Young Jeezy,I'm Going In,2009-10-01,hot-100,Drake+I'm+Going+In
1700,Maxwell,Pretty Wings,2009-10-01,hot-100,Maxwell+Pretty+Wings
1701,Muse,Uprising,2009-10-01,hot-100,Muse+Uprising
1702,Daughtry,No Surprise,2009-10-01,hot-100,Daughtry+No+Surprise
1703,Katy Perry,Waking Up In Vegas,2009-10-01,hot-100,Katy+Perry+Waking+Up+In+Vegas
1704,The Fray,Never Say Never,2009-10-01,hot-100,The+Fray+Never+Say+Never
1705,P!nk,Please Don't Leave Me,2009-10-01,hot-100,P!nk+Please+Don't+Leave+Me
1706,Disney's Friends For Change,Send It On,2009-09-01,hot-100,Disney's+Friends+For+Change+Send+It+On
1707,Lady Gaga,LoveGame,2009-09-01,hot-100,Lady+Gaga+LoveGame
1708,Young Money,Every Girl,2009-09-01,hot-100,Young+Money+Every+Girl
1709,Rascal Flatts,Summer Nights,2009-09-01,hot-100,Rascal+Flatts+Summer+Nights
1710,3OH!3,Don't Trust Me,2009-09-01,hot-100,3OH!3+Don't+Trust+Me
1711,Kid Cudi Featuring Kanye West & Common,Make Her Say,2009-09-01,hot-100,Kid+Cudi+Make+Her+Say
1712,Beyonce,Halo,2009-09-01,hot-100,Beyonce+Halo
1713,New Boyz,You're A Jerk,2009-09-01,hot-100,New+Boyz+You're+A+Jerk
1714,Billy Currington,People Are Crazy,2009-09-01,hot-100,Billy+Currington+People+Are+Crazy
1715,Jeremih,Birthday Sex,2009-09-01,hot-100,Jeremih+Birthday+Sex
1716,Darius Rucker,Alright,2009-09-01,hot-100,Darius+Rucker+Alright
1717,Shinedown,Second Chance,2009-09-01,hot-100,Shinedown+Second+Chance
1718,Rob Thomas,Her Diamonds,2009-09-01,hot-100,Rob+Thomas+Her+Diamonds
1719,Miley Cyrus,The Climb,2009-09-01,hot-100,Miley+Cyrus+The+Climb
1720,Linkin Park,New Divide,2009-09-01,hot-100,Linkin+Park+New+Divide
1721,Demi Lovato,Here We Go Again,2009-08-01,hot-100,Demi+Lovato+Here+We+Go+Again
1722,Hannah Montana,He Could Be The One,2009-08-01,hot-100,Hannah+Montana+He+Could+Be+The+One
1723,Nickelback,If Today Was Your Last Day,2009-08-01,hot-100,Nickelback+If+Today+Was+Your+Last+Day
1724,Twista Featuring Erika Shevon,Wetter (Calling You Daddy),2009-08-01,hot-100,Twista+Wetter
1725,Beyonce,Ego,2009-08-01,hot-100,Beyonce+Ego
1726,Jamie Foxx Featuring T-Pain,Blame It,2009-08-01,hot-100,Jamie+Foxx+Blame+It
1727,Kid Cudi,Day 'N' Nite,2009-08-01,hot-100,Kid+Cudi+Day+'N'+Nite
1728,Flo Rida,Right Round,2009-08-01,hot-100,Flo+Rida+Right+Round
1729,The Ting Tings,That's Not My Name,2009-08-01,hot-100,The+Ting+Tings+That's+Not+My+Name
1730,Taylor Swift,Love Story,2009-08-01,hot-100,Taylor+Swift+Love+Story
1731,Zac Brown Band,Whatever It Is,2009-08-01,hot-100,Zac+Brown+Band+Whatever+It+Is
1732,The Fray,You Found Me,2009-08-01,hot-100,The+Fray+You+Found+Me
1733,Lady Antebellum,I Run To You,2009-08-01,hot-100,Lady+Antebellum+I+Run+To+You
1734,The All-American Rejects,Gives You Hell,2009-08-01,hot-100,The+All-American+Rejects+Gives+You+Hell
1735,Kenny Chesney,Out Last Night,2009-07-01,hot-100,Kenny+Chesney+Out+Last+Night
1736,Kristinia DeBarge,Goodbye,2009-07-01,hot-100,Kristinia+DeBarge+Goodbye
1737,Kelly Clarkson,I Do Not Hook Up,2009-07-01,hot-100,Kelly+Clarkson+I+Do+Not+Hook+Up
1738,T.I. Featuring Justin Timberlake,Dead And Gone,2009-07-01,hot-100,T.I.+Dead+And+Gone
1739,Brad Paisley,Then,2009-07-01,hot-100,Brad+Paisley+Then
1740,Kelly Clarkson,My Life Would Suck Without You,2009-07-01,hot-100,Kelly+Clarkson+My+Life+Would+Suck+Without+You
1741,Soulja Boy Tell 'em Featuring Sammie,Kiss Me Thru The Phone,2009-07-01,hot-100,Soulja+Boy+Kiss+Me+Thru+The+Phone
1742,Kellie Pickler,Best Days Of Your Life,2009-07-01,hot-100,Kellie+Pickler+Best+Days+Of+Your+Life
1743,Maino Featuring T-Pain,All The Above,2009-07-01,hot-100,Maino+All+The+Above
1744,Keith Urban,Kiss A Girl,2009-07-01,hot-100,Keith+Urban+Kiss+A+Girl
1745,Soulja Boy Tell'em,Turn My Swag On,2009-07-01,hot-100,Soulja+Boy+Turn+My+Swag+On
1746,Lady Gaga Featuring Colby O'Donis,Just Dance,2009-07-01,hot-100,Lady+Gaga+Just+Dance
1747,Dierks Bentley,Sideways,2009-07-01,hot-100,Dierks+Bentley+Sideways
1748,Flo Rida Featuring Wynter,Sugar,2009-07-01,hot-100,Flo+Rida+Sugar
1749,Kanye West,Heartless,2009-06-01,hot-100,Kanye+West+Heartless
1750,Adam Lambert,Mad World,2009-06-01,hot-100,Adam+Lambert+Mad+World
1751,Kris Allen,Heartless,2009-06-01,hot-100,Kris+Allen+Heartless
1752,Kris Allen,No Boundaries,2009-06-01,hot-100,Kris+Allen+No+Boundaries
1753,Glee Cast,Don't Stop Believin',2009-06-01,hot-100,Glee+Cast+Don't+Stop+Believin'
1754,Jason Aldean,She's Country,2009-06-01,hot-100,Jason+Aldean+She's+Country
1755,Britney Spears,If U Seek Amy,2009-06-01,hot-100,Britney+Spears+If+U+Seek+Amy
1756,David Cook,Permanent,2009-06-01,hot-100,David+Cook+Permanent
1757,Charice,Note To God,2009-06-01,hot-100,Charice+Note+To+God
1758,Sugarland,It Happens,2009-06-01,hot-100,Sugarland+It+Happens
1759,Kris Allen,Ain't No Sunshine,2009-06-01,hot-100,Kris+Allen+Ain't+No+Sunshine
1760,Green Day,Know Your Enemy,2009-06-01,hot-100,Green+Day+Know+Your+Enemy
1761,Taylor Swift,Crazier,2009-05-01,hot-100,Taylor+Swift+Crazier
1762,Keri Hilson Featuring Lil Wayne,Turnin Me On,2009-05-01,hot-100,Keri+Hilson+Turnin+Me+On
1763,Miley Cyrus,Hoedown Throwdown,2009-05-01,hot-100,Miley+Cyrus+Hoedown+Throwdown
1764,Eminem,We Made You,2009-05-01,hot-100,Eminem+We+Made+You
1765,Asher Roth,I Love College,2009-05-01,hot-100,Asher+Roth+I+Love+College
1766,Ciara Featuring Justin Timberlake,Love Sex Magic,2009-05-01,hot-100,Ciara+Love+Sex+Magic
1767,Beyonce,Single Ladies (Put A Ring On It),2009-05-01,hot-100,Beyonce+Single+Ladies
1768,"Eminem, Dr. Dre & 50 Cent",Crack A Bottle,2009-05-01,hot-100,"Eminem,+Dr.+Dre+Crack+A+Bottle"
1769,Rodney Atkins,It's America,2009-05-01,hot-100,Rodney+Atkins+It's+America
1770,Coldplay,Viva La Vida,2009-05-01,hot-100,Coldplay+Viva+La+Vida
1771,Katy Perry,Hot N Cold,2009-05-01,hot-100,Katy+Perry+Hot+N+Cold
1772,Kevin Rudolf Featuring Lil Wayne,Let It Rock,2009-05-01,hot-100,Kevin+Rudolf+Let+It+Rock
1773,Britney Spears,Circus,2009-05-01,hot-100,Britney+Spears+Circus
1774,P!nk,Sober,2009-05-01,hot-100,P!nk+Sober
1775,Carrie Underwood Featuring Randy Travis,I Told You So,2009-05-01,hot-100,Carrie+Underwood+I+Told+You+So
1776,Plain White T's,"1, 2, 3, 4",2009-05-01,hot-100,"Plain+White+T's+1,+2,+3,+4"
1777,The-Dream,Rockin' That Thang,2009-05-01,hot-100,The-Dream+Rockin'+That+Thang
1778,Rascal Flatts,Here Comes Goodbye,2009-05-01,hot-100,Rascal+Flatts+Here+Comes+Goodbye
1779,Jesse McCartney Featuring Ludacris,How Do You Sleep?,2009-05-01,hot-100,Jesse+McCartney+How+Do+You+Sleep?
1780,Akon Featuring Colby O'Donis & Kardinal Offishall,Beautiful,2009-05-01,hot-100,Akon+Beautiful
1781,Ne-Yo,Mad,2009-05-01,hot-100,Ne-Yo+Mad
1782,Keith Urban,Sweet Thing,2009-04-01,hot-100,Keith+Urban+Sweet+Thing
1783,P!nk,So What,2009-04-01,hot-100,P!nk+So+What
1784,Beyonce,Diva,2009-04-01,hot-100,Beyonce+Diva
1785,A R Rahman & The Pussycat Dolls Featuring Nicole Scherzinger,Jai Ho! (You Are My Destiny),2009-04-01,hot-100,A+R+Rahman+Jai+Ho!
1786,Yung L.A. Featuring Young Dro & T.I.,Ain't I,2009-04-01,hot-100,Yung+L.A.+Ain't+I
1787,Nickelback,Gotta Be Somebody,2009-04-01,hot-100,Nickelback+Gotta+Be+Somebody
1788,Darius Rucker,It Won't Be Like This For Long,2009-04-01,hot-100,Darius+Rucker+It+Won't+Be+Like+This+For+Long
1789,T.I. Featuring Rihanna,Live Your Life,2009-04-01,hot-100,T.I.+Live+Your+Life
1790,Lil Wayne,Hot Revolver,2009-04-01,hot-100,Lil+Wayne+Hot+Revolver
1791,Taylor Swift,White Horse,2009-04-01,hot-100,Taylor+Swift+White+Horse
1792,The Pussycat Dolls,I Hate This Part,2009-04-01,hot-100,The+Pussycat+Dolls+I+Hate+This+Part
1793,Kanye West,Love Lockdown,2009-03-01,hot-100,Kanye+West+Love+Lockdown
1794,John Legend Featuring Andre 3000,Green Light,2009-03-01,hot-100,John+Legend+Green+Light
1795,Toby Keith,God Love Her,2009-03-01,hot-100,Toby+Keith+God+Love+Her
1796,Rihanna,Disturbia,2009-03-01,hot-100,Rihanna+Disturbia
1797,Ne-Yo,Miss Independent,2009-03-01,hot-100,Ne-Yo+Miss+Independent
1798,Zac Brown Band,Chicken Fried,2009-03-01,hot-100,Zac+Brown+Band+Chicken+Fried
1799,T.I.,Whatever You Like,2009-03-01,hot-100,T.I.+Whatever+You+Like
1800,Akon,Right Now (Na Na Na),2009-03-01,hot-100,Akon+Right+Now
1801,Dierks Bentley,Feel That Fire,2009-03-01,hot-100,Dierks+Bentley+Feel+That+Fire
1802,Kenny Chesney With Mac McAnally,Down The Road,2009-03-01,hot-100,Kenny+Chesney+With+Mac+McAnally+Down+The+Road
1803,David Cook,Light On,2009-03-01,hot-100,David+Cook+Light+On
1804,Brooks & Dunn Featuring Reba McEntire,Cowgirls Don't Cry,2009-03-01,hot-100,Brooks+Cowgirls+Don't+Cry
1805,Britney Spears,Womanizer,2009-03-01,hot-100,Britney+Spears+Womanizer
1806,Katy Perry,Thinking Of You,2009-03-01,hot-100,Katy+Perry+Thinking+Of+You
1807,The Veronicas,Untouched,2009-03-01,hot-100,The+Veronicas+Untouched
1808,The Killers,Human,2009-02-01,hot-100,The+Killers+Human
1809,Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne,2009-02-01,hot-100,Jim+Jones+Pop+Champagne
1810,Ludacris Co-Starring T-Pain,One More Drink,2009-02-01,hot-100,Ludacris+T-Pain+One+More+Drink
1811,Akon Featuring Lil Wayne & Young Jeezy,I'm So Paid,2009-02-01,hot-100,Akon+I'm+So+Paid
1812,T-Pain Featuring Ludacris,Chopped 'N' Skrewed,2009-02-01,hot-100,T-Pain+Chopped+'N'+Skrewed
1813,Leona Lewis,Better In Time,2009-02-01,hot-100,Leona+Lewis+Better+In+Time
1814,Blake Shelton,She Wouldn't Be Gone,2009-02-01,hot-100,Blake+Shelton+She+Wouldn't+Be+Gone
1815,Saving Abel,Addicted,2009-02-01,hot-100,Saving+Abel+Addicted
1816,U2,Get On Your Boots,2009-02-01,hot-100,U2+Get+On+Your+Boots
1817,Beyonce,If I Were A Boy,2009-02-01,hot-100,Beyonce+If+I+Were+A+Boy
1818,Rihanna,Rehab,2009-02-01,hot-100,Rihanna+Rehab
1819,Plies Featuring Chris J,Put It On Ya,2009-01-01,hot-100,Plies+Put+It+On+Ya
1820,O.A.R.,Shattered (Turn The Car Around),2009-01-01,hot-100,O.A.R.+Shattered
1821,Montgomery Gentry,Roll With Me,2009-01-01,hot-100,Montgomery+Gentry+Roll+With+Me
1822,Fall Out Boy,I Don't Care,2009-01-01,hot-100,Fall+Out+Boy+I+Don't+Care
1823,Ne-Yo,Closer,2009-01-01,hot-100,Ne-Yo+Closer
1824,Gavin Rossdale,Love Remains The Same,2009-01-01,hot-100,Gavin+Rossdale+Love+Remains+The+Same
1825,Paramore,Decode,2009-01-01,hot-100,Paramore+Decode
1826,David Archuleta,Crush,2009-01-01,hot-100,David+Archuleta+Crush
1827,Secondhand Serenade,Fall For You,2009-01-01,hot-100,Secondhand+Serenade+Fall+For+You
1828,Usher,Trading Places,2009-01-01,hot-100,Usher+Trading+Places
1829,Jamie Foxx Featuring T.I.,Just Like Me,2009-01-01,hot-100,Jamie+Foxx+Just+Like+Me
1830,Sugarland,Already Gone,2009-01-01,hot-100,Sugarland+Already+Gone
1831,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer,2009-01-01,hot-100,Lil+Wayne+Mrs.+Officer
1832,T-Pain Featuring Lil Wayne,Can't Believe It,2009-01-01,hot-100,T-Pain+Can't+Believe+It
1833,Lil Wayne Featuring T-Pain,Got Money,2008-12-01,hot-100,Lil+Wayne+Got+Money
1834,Jazmine Sullivan,Bust Your Windows,2008-12-01,hot-100,Jazmine+Sullivan+Bust+Your+Windows
1835,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,Swagga Like Us,2008-12-01,hot-100,Jay-Z+Swagga+Like+Us
1836,Carrie Underwood,Just A Dream,2008-12-01,hot-100,Carrie+Underwood+Just+A+Dream
1837,Chris Brown,Forever,2008-12-01,hot-100,Chris+Brown+Forever
1838,Shontelle,T-Shirt,2008-12-01,hot-100,Shontelle+T-Shirt
1839,Nickelback,I'd Come For You,2008-12-01,hot-100,Nickelback+I'd+Come+For+You
1840,The Game Featuring Lil Wayne,My Life,2008-12-01,hot-100,The+Game+My+Life
1841,Tim McGraw,Let It Go,2008-12-01,hot-100,Tim+McGraw+Let+It+Go
1842,M.I.A.,Paper Planes,2008-12-01,hot-100,M.I.A.+Paper+Planes
1843,Pitbull Featuring Lil Jon,Krazy,2008-12-01,hot-100,Pitbull+Krazy
1844,Christina Aguilera,Keeps Gettin' Better,2008-12-01,hot-100,Christina+Aguilera+Keeps+Gettin'+Better
1845,Jennifer Hudson,Spotlight,2008-12-01,hot-100,Jennifer+Hudson+Spotlight
1846,Flo Rida Featuring will.i.am,In The Ayer,2008-11-01,hot-100,Flo+Rida+In+The+Ayer
1847,Estelle Featuring Kanye West,American Boy,2008-11-01,hot-100,Estelle+American+Boy
1848,Ludacris Co-Starring Chris Brown & Sean Garrett,What Them Girls Like,2008-11-01,hot-100,Ludacris+Chris+Brown+What+Them+Girls+Like
1849,Kardinal Offishall Featuring Akon,Dangerous,2008-11-01,hot-100,Kardinal+Offishall+Dangerous
1850,T-Pain Featuring Chris Brown,Freeze,2008-11-01,hot-100,T-Pain+Freeze
1851,Leona Lewis,Bleeding Love,2008-11-01,hot-100,Leona+Lewis+Bleeding+Love
1852,Kid Rock,All Summer Long,2008-11-01,hot-100,Kid+Rock+All+Summer+Long
1853,Kenny Chesney With The Wailers,Everybody Wants To Go To Heaven,2008-11-01,hot-100,Kenny+Chesney+With+The+Wailers+Everybody+Wants+To+Go+To+Heaven
1854,50 Cent,Get Up,2008-11-01,hot-100,50+Cent+Get+Up
1855,Jazmine Sullivan,Need U Bad,2008-11-01,hot-100,Jazmine+Sullivan+Need+U+Bad
1856,Toby Keith,She Never Cried In Front Of Me,2008-11-01,hot-100,Toby+Keith+She+Never+Cried+In+Front+Of+Me
1857,Metro Station,Shake It,2008-11-01,hot-100,Metro+Station+Shake+It
1858,Darius Rucker,Don't Think I Don't Think About It,2008-11-01,hot-100,Darius+Rucker+Don't+Think+I+Don't+Think+About+It
1859,Daughtry,What About Now,2008-11-01,hot-100,Daughtry+What+About+Now
1860,Taylor Swift,Fearless,2008-11-01,hot-100,Taylor+Swift+Fearless
1861,Jordin Sparks,One Step At A Time,2008-11-01,hot-100,Jordin+Sparks+One+Step+At+A+Time
1862,Rihanna,Take A Bow,2008-10-01,hot-100,Rihanna+Take+A+Bow
1863,Katy Perry,I Kissed A Girl,2008-10-01,hot-100,Katy+Perry+I+Kissed+A+Girl
1864,Young Jeezy Featuring Kanye West,Put On,2008-10-01,hot-100,Young+Jeezy+Put+On
1865,David Banner Featuring Chris Brown,Get Like Me,2008-10-01,hot-100,David+Banner+Get+Like+Me
1866,Yung Berg Featuring Casha,The Business,2008-10-01,hot-100,Yung+Berg+The+Business
1867,David Cook,The Time Of My Life,2008-10-01,hot-100,David+Cook+The+Time+Of+My+Life
1868,Lil Wayne Featuring Static Major,Lollipop,2008-10-01,hot-100,Lil+Wayne+Lollipop
1869,Jimmy Wayne,Do You Believe Me Now,2008-10-01,hot-100,Jimmy+Wayne+Do+You+Believe+Me+Now
1870,Savage Featuring Soulja Boy Tell'em,Swing,2008-10-01,hot-100,Savage+Swing
1871,Nelly Featuring Ashanti & Akon,Body On Me,2008-10-01,hot-100,Nelly+Body+On+Me
1872,Natasha Bedingfield,Pocketful Of Sunshine,2008-10-01,hot-100,Natasha+Bedingfield+Pocketful+Of+Sunshine
1873,The Pussycat Dolls,When I Grow Up,2008-10-01,hot-100,The+Pussycat+Dolls+When+I+Grow+Up
1874,Jesse McCartney,Leavin',2008-10-01,hot-100,Jesse+McCartney+Leavin'
1875,Lil Wayne,A Milli,2008-10-01,hot-100,Lil+Wayne+A+Milli
1876,The Rock Heroes,All Summer Long,2008-10-01,hot-100,The+Rock+Heroes+All+Summer+Long
1877,Jonas Brothers,Burnin' Up,2008-09-01,hot-100,Jonas+Brothers+Burnin'+Up
1878,Hit Masters,All Summer Long,2008-09-01,hot-100,Hit+Masters+All+Summer+Long
1879,"Three 6 Mafia Featuring Project Pat, Young D & Superpower",Lolli Lolli (Pop That Body),2008-09-01,hot-100,Three+6+Mafia+Lolli+Lolli
1880,Taylor Swift,Change,2008-09-01,hot-100,Taylor+Swift+Change
1881,Keyshia Cole,Heaven Sent,2008-09-01,hot-100,Keyshia+Cole+Heaven+Sent
1882,Keith Urban,You Look Good In My Shirt,2008-09-01,hot-100,Keith+Urban+You+Look+Good+In+My+Shirt
1883,Plies Featuring Ne-Yo,Bust It Baby Part 2,2008-09-01,hot-100,Plies+Bust+It+Baby+Part+2
1884,Rick Ross Featuring Nelly & Avery Storm,Here I Am,2008-09-01,hot-100,Rick+Ross+Here+I+Am
1885,Jordin Sparks Duet With Chris Brown,No Air,2008-09-01,hot-100,Jordin+Sparks+Chris+Brown+No+Air
1886,Chris Brown,Dreamer,2008-09-01,hot-100,Chris+Brown+Dreamer
1887,Taylor Swift,Should've Said No,2008-09-01,hot-100,Taylor+Swift+Should've+Said+No
1888,Sugarland,All I Want To Do,2008-09-01,hot-100,Sugarland+All+I+Want+To+Do
1889,The-Dream,I Luv Your Girl,2008-09-01,hot-100,The-Dream+I+Luv+Your+Girl
1890,Metallica,The Day That Never Comes,2008-09-01,hot-100,Metallica+The+Day+That+Never+Comes
1891,3 Doors Down,It's Not My Time,2008-09-01,hot-100,3+Doors+Down+It's+Not+My+Time
1892,Jonas Brothers,Pushin' Me Away,2008-08-01,hot-100,Jonas+Brothers+Pushin'+Me+Away
1893,Colby O'Donis Featuring Akon,What You Got,2008-08-01,hot-100,Colby+O'Donis+What+You+Got
1894,Miley Cyrus,7 Things,2008-08-01,hot-100,Miley+Cyrus+7+Things
1895,Danity Kane,Damaged,2008-08-01,hot-100,Danity+Kane+Damaged
1896,Alan Jackson,Good Time,2008-08-01,hot-100,Alan+Jackson+Good+Time
1897,Blake Shelton,Home,2008-08-01,hot-100,Blake+Shelton+Home
1898,John Mayer,Say,2008-08-01,hot-100,John+Mayer+Say
1899,Hot Stylz Featuring Yung Joc,Lookin Boy,2008-08-01,hot-100,Hot+Stylz+Lookin+Boy
1900,Chris Brown,Take You Down,2008-08-01,hot-100,Chris+Brown+Take+You+Down
1901,Flo Rida Featuring T-Pain,Low,2008-08-01,hot-100,Flo+Rida+Low
1902,New Kids On The Block,Summertime,2008-08-01,hot-100,New+Kids+On+The+Block+Summertime
1903,V.I.C.,Get Silly,2008-08-01,hot-100,V.I.C.+Get+Silly
1904,Flobots,Handlebars,2008-08-01,hot-100,Flobots+Handlebars
1905,Sara Bareilles,Love Song,2008-08-01,hot-100,Sara+Bareilles+Love+Song
1906,Ray J & Yung Berg,Sexy Can I,2008-08-01,hot-100,Ray+J+Sexy+Can+I
1907,Gavin DeGraw,In Love With A Girl,2008-08-01,hot-100,Gavin+DeGraw+In+Love+With+A+Girl
1908,Usher Featuring Young Jeezy,Love In This Club,2008-08-01,hot-100,Usher+Love+In+This+Club
1909,Colbie Caillat,Realize,2008-08-01,hot-100,Colbie+Caillat+Realize
1910,Madonna Featuring Justin Timberlake & Timbaland,4 Minutes,2008-07-01,hot-100,Madonna+4+Minutes
1911,Jonas Brothers,Play My Music,2008-07-01,hot-100,Jonas+Brothers+Play+My+Music
1912,Demi Lovato & Joe Jonas,This Is Me,2008-07-01,hot-100,Demi+Lovato+This+Is+Me
1913,Mariah Carey,Bye Bye,2008-07-01,hot-100,Mariah+Carey+Bye+Bye
1914,Usher Featuring Beyonce & Lil Wayne,Love In This Club Part II,2008-07-01,hot-100,Usher+Love+In+This+Club+Part+II
1915,Kenny Chesney,Better As A Memory,2008-07-01,hot-100,Kenny+Chesney+Better+As+A+Memory
1916,Flyleaf,All Around Me,2008-07-01,hot-100,Flyleaf+All+Around+Me
1917,Mariah Carey,Touch My Body,2008-07-01,hot-100,Mariah+Carey+Touch+My+Body
1918,OneRepublic,Stop And Stare,2008-07-01,hot-100,OneRepublic+Stop+And+Stare
1919,Duffy,Mercy,2008-07-01,hot-100,Duffy+Mercy
1920,Timbaland Featuring OneRepublic,Apologize,2008-07-01,hot-100,Timbaland+Apologize
1921,Carrie Underwood,Last Name,2008-07-01,hot-100,Carrie+Underwood+Last+Name
1922,Cast Of Camp Rock,We Rock,2008-07-01,hot-100,Cast+Of+Camp+Rock+We+Rock
1923,Joe Jonas,Gotta Find You,2008-07-01,hot-100,Joe+Jonas+Gotta+Find+You
1924,David Cook,I Still Haven't Found What I'm Looking For,2008-06-01,hot-100,David+Cook+I+Still+Haven't+Found+What+I'm+Looking+For
1925,David Cook,Dream Big,2008-06-01,hot-100,David+Cook+Dream+Big
1926,2 Pistols Featuring T-Pain & Tay Dizm,She Got It,2008-06-01,hot-100,2+Pistols+She+Got+It
1927,David Cook,The World I Know,2008-06-01,hot-100,David+Cook+The+World+I+Know
1928,Rascal Flatts,Every Day,2008-06-01,hot-100,Rascal+Flatts+Every+Day
1929,James Otto,Just Got Started Lovin' You,2008-06-01,hot-100,James+Otto+Just+Got+Started+Lovin'+You
1930,Taylor Swift,Our Song,2008-06-01,hot-100,Taylor+Swift+Our+Song
1931,David Cook,Billie Jean,2008-06-01,hot-100,David+Cook+Billie+Jean
1932,Trace Adkins,You're Gonna Miss This,2008-06-01,hot-100,Trace+Adkins+You're+Gonna+Miss+This
1933,Alicia Keys,No One,2008-06-01,hot-100,Alicia+Keys+No+One
1934,David Cook,I Don't Want To Miss A Thing,2008-06-01,hot-100,David+Cook+I+Don't+Want+To+Miss+A+Thing
1935,Daughtry,Feels Like Tonight,2008-06-01,hot-100,Daughtry+Feels+Like+Tonight
1936,Brad Paisley,I'm Still A Guy,2008-06-01,hot-100,Brad+Paisley+I'm+Still+A+Guy
1937,Rihanna,Don't Stop The Music,2008-06-01,hot-100,Rihanna+Don't+Stop+The+Music
1938,Chris Brown,With You,2008-06-01,hot-100,Chris+Brown+With+You
1939,Rick Ross Featuring T-Pain,The Boss,2008-06-01,hot-100,Rick+Ross+The+Boss
1940,David Archuleta,Imagine,2008-06-01,hot-100,David+Archuleta+Imagine
1941,Miley Cyrus,See You Again,2008-06-01,hot-100,Miley+Cyrus+See+You+Again
1942,Lupe Fiasco Featuring Matthew Santos,Superstar,2008-05-01,hot-100,Lupe+Fiasco+Superstar
1943,Buckcherry,Sorry,2008-05-01,hot-100,Buckcherry+Sorry
1944,Webbie Featuring Lil' Phat & Lil' Boosie,Independent,2008-05-01,hot-100,Webbie+Independent
1945,Flo Rida Featuring Timbaland,Elevator,2008-05-01,hot-100,Flo+Rida+Elevator
1946,Nelly Featuring Fergie,Party People,2008-05-01,hot-100,Nelly+Party+People
1947,Keyshia Cole,I Remember,2008-05-01,hot-100,Keyshia+Cole+I+Remember
1948,J. Holiday,Suffocate,2008-05-01,hot-100,J.+Holiday+Suffocate
1949,Sean Kingston,Take You There,2008-05-01,hot-100,Sean+Kingston+Take+You+There
1950,Britney Spears,Break The Ice,2008-05-01,hot-100,Britney+Spears+Break+The+Ice
1951,Ashanti,The Way That I Love You,2008-05-01,hot-100,Ashanti+The+Way+That+I+Love+You
1952,Jordin Sparks,Tattoo,2008-05-01,hot-100,Jordin+Sparks+Tattoo
